01213,"05913","0591362","ﾎｯｶｲﾄﾞｳ","ﾄﾏｺﾏｲｼ","ｶｼﾜﾊﾗ","北海道","苫小牧市","柏原",0,0,0,0,1,5
01213,"053  ","0530053","ﾎｯｶｲﾄﾞｳ","ﾄﾏｺﾏｲｼ","ﾔﾅｷﾞﾁｮｳ","北海道","苫小牧市","柳町",0,0,1,0,1,5
14116,"245  ","2450019","ｶﾅｶﾞﾜｹﾝ","ﾖｺﾊﾏｼｲｽﾞﾐｸ","ﾕﾒｶﾞｵｶ","神奈川県","横浜市泉区","ゆめが丘",0,0,0,0,1,3
14212,"24301","2430127","ｶﾅｶﾞﾜｹﾝ","ｱﾂｷﾞｼ","ﾓﾘﾉｻﾄﾓﾐｼﾞﾀﾞｲ","神奈川県","厚木市","森の里紅葉台",0,0,0,0,1,3
28109,"65112","6511224","ﾋｮｳｺﾞｹﾝ","ｺｳﾍﾞｼｷﾀｸ","ﾔﾏﾉﾏﾁ","兵庫県","神戸市北区","山の街",0,0,0,0,1,2
40342,"81124","8112419","ﾌｸｵｶｹﾝ","ｶｽﾔｸﾞﾝｻｻｸﾞﾘﾏﾁ","ｼｮｳ","福岡県","糟屋郡篠栗町","庄",0,0,1,0,1,2
