17203,"923  ","9230995","ｲｼｶﾜｹﾝ","ｺﾏﾂｼ","ｱﾀｶｼﾝﾏﾁ","石川県","小松市","安宅新町",0,1,0,0,2,6
34108,"73151","7315116","ﾋﾛｼﾏｹﾝ","ﾋﾛｼﾏｼｻｴｷｸ","ｲﾂｶｲﾁﾁｮｳﾃﾗﾀﾞ","広島県","広島市佐伯区","五日市町寺田",0,0,0,1,2,6
34108,"73151","7315115","ﾋﾛｼﾏｹﾝ","ﾋﾛｼﾏｼｻｴｷｸ","ｲﾂｶｲﾁﾁｮｳﾅｶｼﾞ","広島県","広島市佐伯区","五日市町中地",0,0,0,1,2,6
34108,"73151","7315116","ﾋﾛｼﾏｹﾝ","ﾋﾛｼﾏｼｻｴｷｸ","ﾔﾊﾀ","広島県","広島市佐伯区","八幡",0,0,1,1,2,6
34108,"73151","7315115","ﾋﾛｼﾏｹﾝ","ﾋﾛｼﾏｼｻｴｷｸ","ﾔﾊﾀﾋｶﾞｼ","広島県","広島市佐伯区","八幡東",0,0,1,1,2,6
